,entities,labels
77677,Female sex hormone level,10072841
77678,Female sex hormone binding globulin decreased,10059660
77679,Male sex hormone binding globulin decreased,10059660
77680,Sex hormone binding globulin decreased,10059660
77681,Female sex hormone level abnormal,10065596
77682,Femoral bruit,10049431
77683,Femoral pulse,10053932
77684,Femoral pulse abnormal,10053934
77685,Femoral pulse decreased,10053901
77686,Femoral pulse increased,10053902
77687,Femoral pulse normal,10053933
77688,FENO,10079700
77689,Fractional exhaled nitric oxide,10079700
77690,FENO abnormal,10079712
77691,Fractional exhaled nitric oxide abnormal,10079712
77692,FENO normal,10079713
77693,Fractional exhaled nitric oxide normal,10079713
77694,Ferritin,10040246
77695,Serum ferritin,10040246
77696,Ferritin decreased,10040249
77697,Ferritin low,10040249
77698,Reduced iron stores,10040249
77699,Serum ferritin decreased,10040249
77700,Ferritin high,10040250
77701,Ferritin increased,10040250
77702,Serum ferritin increased,10040250
77703,Ferritin normal,10040251
77704,Serum ferritin normal,10040251
77705,Fertility investigations,10021931
77706,Fertility testing,10021931
77707,Infertility tests,10021931
77708,Infertility tests NOS,10021931
77709,Tests for infertility,10021931
77710,Fetal activity test,10053108
77711,Fetal non-stress test,10053108
77712,Foetal activity test,10053108
77713,Foetal non-stress test,10053108
77714,Fetal activity test abnormal,10071516
77715,Fetal non-stress test abnormal,10071516
77716,Foetal activity test abnormal,10071516
77717,Foetal non-stress test abnormal,10071516
77718,Fetal activity test normal,10071517
77719,Fetal non-stress test normal,10071517
77720,Foetal activity test normal,10071517
77721,Foetal non-stress test normal,10071517
77722,Fetal biophysical profile score,10075216
77723,Foetal biophysical profile score,10075216
77724,Manning's score,10075216
77725,Fetal biophysical profile score abnormal,10078124
77726,Foetal biophysical profile score abnormal,10078124
77727,Fetal biophysical profile score equivocal,10078123
77728,Foetal biophysical profile score equivocal,10078123
77729,Fetal biophysical profile score normal,10078122
77730,Foetal biophysical profile score normal,10078122
77731,Fetal fibronectin decreased,10064167
77732,Fibronectin decreased,10064167
77733,Foetal fibronectin decreased,10064167
77734,Fetal fibronectin increased,10064166
77735,Fibronectin increased,10064166
77736,Foetal fibronectin increased,10064166
77737,Fetal gastrointestinal tract imaging abnormal,10077579
77738,Foetal gastrointestinal tract imaging abnormal,10077579
77739,Fetal heart rate,10051137
77740,Foetal heart rate,10051137
77741,Fetal heart rate decreased,10051136
77742,Foetal heart rate decreased,10051136
77743,Fetal heart rate increased,10051138
77744,Foetal heart rate increased,10051138
77745,Fetal hemoglobin,10054721
77746,Foetal haemoglobin,10054721
77747,Haemoglobin F,10054721
77748,Hemoglobin F,10054721
77749,Fetal hemoglobin decreased,10016858
77750,Foetal haemoglobin decreased,10016858
77751,Fetal hemoglobin increased,10016859
77752,Foetal haemoglobin increased,10016859
77753,Haemoglobin F increased,10016859
77754,Hemoglobin F increased,10016859
77755,Fetal hemoglobin normal,10016860
77756,Foetal haemoglobin normal,10016860
77757,Fetal musculoskeletal imaging abnormal,10077580
77758,Foetal musculoskeletal imaging abnormal,10077580
77759,Fetal renal imaging abnormal,10077581
77760,Foetal renal imaging abnormal,10077581
77761,FEV,10016984
77762,FEV 1,10016984
77763,Forced expiratory volume,10016984
77764,FEV 1 abnormal,10016985
77765,FEV abnormal,10016985
77766,Forced expiratory volume abnormal,10016985
77767,Forced expiratory volume abnormal NOS,10016985
77768,FEV 1 decreased,10016987
77769,FEV 1 low,10016987
77770,FEV decreased,10016987
77771,Forced expiratory volume decreased,10016987
77772,Forced expiratory volume in one second decreased,10016987
77773,FEV 1 high,10016989
77774,FEV 1 increased,10016989
77775,FEV increased,10016989
77776,Forced expiratory volume increased,10016989
77777,FEV normal,10016990
77778,Forced expiratory volume normal,10016990
77779,FEV1/FVC ratio,10074315
77780,Tiffeneau-Pinelli index,10074315
77781,FEV1/FVC ratio abnormal,10081436
77782,Forced expiratory volume/forced vital capacity ratio abnormal,10081436
77783,FEV1/FVC ratio decreased,10081435
77784,Forced expiratory volume/forced vital capacity ratio decreased,10081435
77785,FGF-23,10072681
77786,Fibroblast growth factor 23,10072681
77787,FGF-23 increased,10072680
77788,Fibroblast growth factor 23 increased,10072680
77789,Fibrin,10016574
77790,Fibrin abnormal,10016575
77791,Fibrin abnormal NOS,10016575
77792,Fibrin D dimer,10016577
77793,Fragment D dimer,10016577
77794,Fibrin D dimer abnormal,10016581
77795,Fibrin D dimer high,10016581
77796,Fibrin D dimer increased,10016581
77797,Fibrin D dimer decreased,10016579
77798,Fibrin D dimer low,10016579
77799,Fibrin D dimer normal,10016583
77800,Fibrin decreased,10016584
77801,Fibrin degradation products abnormal,10016588
77802,Fibrin degradation products high,10016588
77803,Fibrin degradation products increased,10016588
77804,Serum FDP increased,10016588
77805,Fibrin degradation products normal,10016589
77806,Fibrin increased,10016591
77807,Fibrin normal,10016592
77808,Fibrinogen degradation products increased,10085483
77809,Fibrinolysin decreased,10059684
77810,Plasmin decreased,10059684
77811,Fibrinolysin increased,10035489
77812,Plasmin increased,10035489
77813,Fibrinolysis,10016603
77814,Fibrinolysis abnormal,10016604
77815,Fibrinolysis abnormal NOS,10016604
77816,Fibrinolysis decreased,10016606
77817,Fibrinolysis increased,10016607
77818,Fibrinolytic activity increased,10016607
77819,Fibrinolysis normal,10016610
77820,Fibronectin,10083290
77821,Fibronectin abnormal,10083292
77822,Fibronectin normal,10083291
77823,Filovirus infection,10074831
77824,Filovirus test positive,10070380
77825,Finger tapping test,10083273
77826,Finkelstein test,10080810
77827,Finnegan score increased,10085520
77828,FIP1L1/PDGFR alpha fusion kinase positive,10075679
77829,FISH test,10066931
77830,Fluorescent in situ hybridisation,10066931
77831,Fluorescent in situ hybridization,10066931
77832,Fistulogram,10065149
77833,Fistulography,10065149
77834,Sinogram,10065149
77835,Fistulography abnormal,10056612
77836,Fistulography normal,10056611
77837,FLAIR image,10078223
77838,Fluid-attenuated inversion recovery image,10078223
77839,Magnetic resonance imaging,10078223
77840,MRI,10078223
77841,NMR,10078223
77842,Nuclear magnetic resonance imaging,10078223
77843,Nuclear magnetic resonance imaging gadolinium-enhanced,10078223
77844,Flavivirus infection,10054261
77845,Flavivirus test,10078302
77846,Zika virus test,10078302
77847,Flavivirus test negative,10078301
77848,Zika virus test negative,10078301
77849,Flavivirus test positive,10070211
77850,Tick-borne encephalitis virus test positive,10070211
77851,Yellow fever virus test positive,10070211
77852,Zika virus test positive,10070211
77853,Flavobacterium infection,10054222
77854,Flavobacterium test positive,10070007
77855,Fletcher factor assay,10062723
77856,Prekallikrein screen,10062723
77857,Prekallikrein test,10062723
77858,Flexible sigmoidoscopy,10040669
77859,Sigmoidoscopy,10040669
77860,Flour sensitivity,10016788
77861,Flow cytometry,10065440
77862,Fluid balance assessment,10076266
77863,Fluid balance negative,10076268
77864,Fluid balance positive,10076267
77865,Fluid wave test,10071565
77866,Fluorescein angiography abnormal,10083087
77867,Fluorescence angiogram abnormal,10083087
77868,Fluorescein angiography normal,10083088
77869,Fluorescence angiogram normal,10083088
77870,Fluorescence angiogram,10083089
77871,Fluorescence angiography,10083089
77872,Indocyanine green angiography,10083089
77873,Fluorescent in situ hybridisation negative,10072469
77874,Fluorescent in situ hybridization negative,10072469
77875,Fluorescent in situ hybridisation positive,10072468
77876,Fluorescent in situ hybridization positive,10072468
77877,Fluoride increased,10016816
77878,Fluoride urine increased,10016816
77879,Fluoride intoxication,10016818
77880,Fluorosis,10016818
77881,Hyperfluoraemia,10016818
77882,Hyperfluoremia,10016818
77883,Fluoroscopic imaging,10048064
77884,X-ray,10048064
77885,X-ray NOS,10048064
77886,Food supplement allergy,10084049
77887,Nutritional supplement allergy,10084049
77888,Forced expiratory flow,10074316
77889,Forced expiratory flow decreased,10074319
77890,Forced vital capacity,10074072
77891,Forced vital capacity abnormal,10074720
77892,Forced vital capacity decreased,10074722
77893,Forced vital capacity increased,10074721
77894,Forced vital capacity normal,10074719
77895,Fothergill sign positive,10081749
77896,Fothergill sign test,10081746
77897,Foveal reflex abnormal,10081445
77898,Foveal thickness measurement,10076431
77899,Macula thickness measurement,10076431
77900,Fractional excretion of bicarbonate,10082847
77901,Fractional excretion of phosphate,10075141
77902,Renal threshold phosphate concentration,10075141
77903,TmPO4/GFR,10075141
77904,Fractional excretion of sodium,10075142
77905,Fractional exhaled nitric oxide increased,10078429
77906,Fractional flow reserve,10077343
77907,Fractional uric acid excretion,10082845
77908,Fractionated bile acids,10052014
77909,Fragrance sensitivity,10034434
77910,Perfume sensitivity,10034434
77911,Reaction to fragrance,10034434
77912,Framingham risk score,10085200
77913,Francisella test,10080178
77914,Francisella test positive,10070097
77915,Francisella tularensis test positive,10070097
77916,FRC,10017504
77917,Functional residual capacity,10017504
77918,Residual function,10017504
77919,FRC abnormal,10017505
77920,Functional residual capacity abnormal,10017505
77921,Functional residual capacity abnormal NOS,10017505
77922,Residual function abnormal,10017505
77923,FRC decreased,10017507
77924,Functional residual capacity decreased,10017507
77925,Functional residual capacity low,10017507
77926,Residual function decreased,10017507
77927,Residual function low,10017507
77928,FRC increased,10017508
77929,Functional residual capacity increased,10017508
77930,Residual function high,10017508
77931,Residual function increased,10017508
77932,FRC normal,10017510
77933,Functional residual capacity normal,10017510
77934,Residual function normal,10017510
77935,Free androgen index,10073182
77936,Free androgen index decreased,10071329
77937,Free androgen index low,10071329
77938,Free fatty acids,10062727
77939,Free fatty acids abnormal,10067237
77940,Free fatty acids decreased,10065365
77941,Free fatty acids increased,10017349
77942,Serum free fatty acid increased,10017349
77943,Free haemoglobin,10053626
77944,Free hemoglobin,10053626
77945,Free plasma haemoglobin,10053626
77946,Free plasma hemoglobin,10053626
77947,Free haemoglobin absent,10058539
77948,Free hemoglobin absent,10058539
77949,Free haemoglobin present,10058521
77950,Free hemoglobin present,10058521
77951,Free hydroxyproline urine increased,10063207
77952,Hydroxyproline increased,10063207
77953,Hydroxyproline urine increased,10063207
77954,Free prostate-specific antigen,10053837
77955,Free prostate-specific antigen decreased,10053834
77956,Free prostate-specific antigen increased,10053838
77957,Free prostate-specific antigen negative,10053836
77958,Free prostate-specific antigen positive,10053835
77959,Free T3,10053792
77960,Tri-iodothyronine free,10053792
77961,Free T3 abnormal,10053794
77962,Tri-iodothyronine free abnormal,10053794
77963,Free T3 high,10053790
77964,Free T3 increased,10053790
77965,Tri-iodothyronine free increased,10053790
77966,Free T3 low,10053791
77967,Tri-iodothyronine free decreased,10053791
77968,Free T3 normal,10053793
77969,Tri-iodothyronine free normal,10053793
77970,Free T4,10055157
77971,Thyroxine free,10055157
77972,Free T4 abnormal,10055158
77973,Thyroxine free abnormal,10055158
77974,Free T4 decreased,10055162
77975,Free T4 low,10055162
77976,Free thyroxine decreased,10055162
77977,Thyroxine free decreased,10055162
77978,Free T4 high,10055163
77979,Free T4 increased,10055163
77980,Free thyroxine increased,10055163
77981,Thyroxine free increased,10055163
77982,Free T4 normal,10055159
77983,Thyroxine free normal,10055159
77984,Free thyroxine index,10050742
77985,Free thyroxine index abnormal,10050747
77986,Free thyroxine index decreased,10050748
77987,Free thyroxine index increased,10050749
